reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime,label
A3PXHSWHX7HA94,B003CRVHMS,LA VET14,"[7, 8]",I love that so much of this is mesh Great breeze at night but you can still zip up the water proof part for privacy or rain Super easy to set up This fits a king sized airmattress with no extra room or 3 pads and sleeping bags I used a queen air bed so there was a spot to store stuffget changed in It drizzled a bit on my trip and nothing inside got wet I like the color too,5.0,Great for price,1330646400,"03 2, 2012",5
A1OMIFPRIO1KWY,B0051F8RPE,ZeRoDeLaY,"[0, 0]",Super Large extra heavy duty ammo can This can will survive the test of time I spray painted mine so its not so noticeable just in case ya know,5.0,Very heavy duty,1382486400,"10 23, 2013",5
A285A4DPWOCQ8K,B0045V86UQ,tyler durden,"[0, 1]",Super product Locks up well Quality materials Comfortable comb I do wish the buttstock was slightly narrower but it follows the same pattern as the SOPMOD so theres not much to really complain about I like the sling slot locations as well Definitely an excellent alternative to the many tactiCool options out there,5.0,Excellent,1392336000,"02 14, 2014",5
A2LAY1JRN4GD3K,B002PQKGSI,Mike A,"[0, 0]",9000 delivered GREAT DEAL  Comes in a plastic Case and has 134and 30mm Lapping tools Cant beat the priceMade in china  The only better ones would be Sinclair and the best one of all In my Opinion is from  Kokopelli Products in Montana  These ones find the height and center from the tapered side I set the scope up like that and then turn them around and use them like Kokpellis to get the truest reading I am by no means a gun smith not even an amateur but I thought Id right a review,5.0,GREAT DEAL,1405123200,"07 12, 2014",5
AQHVCYCP4PGPC,B002YORXYQ,bidrod1,"[0, 0]",I love this kit it made my old oakleys look new in a matter of minutes The pieces are fairly easy to put on,5.0,Kit,1373328000,"07 9, 2013",5
A16K3MQ0SRZBFW,B000FX81V2,Karl Bauer,"[0, 0]",This is a nice entry level laser sight  I dont think it will stand up to a 45 cal semi auto pistol but it does work great on my 22 cal semi auto pistol  At 25 feet after you get is aligned  which takes a bit of work  my pistol makes a hole in the target right where the red dot is  Warning  you cant see the red outside during the day light hours  Get a green one if thats when you want to use it,4.0,Red Laser sight,1388102400,"12 27, 2013",5
A2MQWWKMBOKBR5,B001C63ORC,JonDerek,"[0, 0]",Excellent holster  Works well with shorts jogging pants jeans or dress pants  With or without a belt  The holster holds the gun in place with no movement and easy access  The tension of the gun in the holster can be adjusted with a standard screwdriver  I will be buying another Fobus Holster for my Ruger LC9,5.0,Fobus Holster for Ruger LCP,1350864000,"10 22, 2012",5
A1RRZQHAO6Q7CM,B003R0LSMO,Ron,"[1, 1]",What can I say that hasnt already been said in one of the other five star reviews Excellent knife High quality for the money How about that after repeated use the finish starts to wear from the blade That is not a problem for me and I wouldnt take any stars off for that But I will add itLets leave with At this price 40 the question is why dont you own oneUpdate  Ok I couldnt leave this review alone after reading some of the recent reviews You get what you pay for here The steel is not top of the line the sheath is not top of the line and of course the extras sharpenerfire steel  instructions are nothing more than nice extras But this is a very good deal at 40 Will this knife work as designed Yes Will it be something you hand down to your grandchildren Maybe if you really take care of itAlso wanted to comment on one the reviewers post about the fire steel falling outadd 6 inches or less of small cord looped through it to the sheath and if it comes loose at least you wont lose it Common sense right,5.0,Awesome,1343260800,"07 26, 2012",5
A6TPEI80WTAFV,B001M5TSCS,Ryan,"[0, 0]",Cheap ass product there is so much movement in the legs its rather ridiculous This company obviously has no idea how to tighten up tolerance when manufacturing something,2.0,Loose legs,1363564800,"03 18, 2013",5
AG20G5TGY1UKU,B0007W2ELY,TARTOOT,"[0, 0]",These gloves offer adequate wrist support but after about 7 months of regular use 4 times a week  the stitching on the wrist straps has ripped and I can no longer get them as tight as I would like  I only took 1 star off for this reason because the price was so low and half a year is about what I expected to get out of these given the cost  So they do serve their purpose as long as they hold up to the abuse I put them through I bought a pair of the Harbinger gloves at the same time and they have held up a bit better and I prefer the way they feel  So if youre willing to pay about 10 extra I would recommend these as an alternative httpwwwamazoncomgpproductB00074H688refoh_details_o02_s00_i01ieUTF8psc1Still these are a decent pair of gloves and I am probably going to buy another pair just to have as a backup,4.0,Good for the price,1396396800,"04 2, 2014",5
A1L67JDRH70JE7,B004DT6TEK,David B Higgins,"[0, 0]",I always carry a minimum of three different ways to start a fire when hiking This is a highly reliable well constructed unit and Ill take it hiking But more basic and lighter units make it into my BOBThis is a fine product I locks together in a solid cylinder sealing the flint and steel away from weather And the construction provides nice handles for operation But its a little heavier ounces and bulkier than other fire starters on the market The whistle is a nice touch but I have six whistles in my pack now The Morse code for SOS seemed wasted but the arm signals were new to me so I learned somethingThe Bear Grylis survival guide is nice Too bad it isnt waterproof Read it before you need it,4.0,Good BP solution but not for my BOB,1401840000,"06 4, 2014",5
A3HOJXVSTSM05Z,B0055OEZDY,Amazon Customer ready willing and able,"[1, 1]",I tried attaching my light with zip ties velcro straps and duct tape This worked OK but made it nearly impossible to remove theCygolite Metro 420 Lumen USB Rechargeable Bicycle Headlight Black One Sizewhen I didnt need it So I bought the helmet mount  and this works great I think if they included this with the light they could sell it cheaper At the very least Amazon could make it a deal Go ahead get this kit,4.0,Wish this was included with the light  and cheaper,1383955200,"11 9, 2013",5
AB498OT901TBY,B0087BHJ0S,bryan aldred,"[1, 1]",Knives actually throw well for being very light weight I would how ever recommend throwing into a soft material such as pine or similar material when used on plywood I have had points bend on poor throws,3.0,as expected for low price,1376784000,"08 18, 2013",5
A2JP9E1H0SF392,B004LWTHP2,TobycW,"[1, 1]",Like most people I have a bunch of different batteries that from timetotime require charging from an electric backpack sprayer to the riding lawn mower to the cars  This charger toutes a multistage charging process that is reputedly better than dumb chargers that charge at a fixed rate and then switch over to maintenance mode ie Schumacher  I dont think it is possible for an enduser to actually know if it is better but if you buy into the concept then the 50 price premium may be worth it  The unit seems very rugged and has two cable attachments  one with Oterminals for a permanent installation like for my 2nd car that often sits in the garage during the winter and one with big alligator clips  Both seem to be high quality especially the alligator cips which has plastic on the outside to minimize the risk of inadvertant contactOperation is pretty easy  plug it in starts in standby attach the battery and select the mode  Charging time depends on the size of the battery but can take about a day for large batteries  There are LEDs for approximate charge levelPROquality constructioneasy to use although I did have to peruse the manual for optional modescan purchase additional cable attachments16V Boost mode for lightly sulfated 12V batteriesI have never seen this beforeCONSno voltage reading  I sometimes find it useful to see what the voltage the battery is putting out when I first attach it  This unit does not have one  I guess it assumes it is the genius and you dont need to know the voltagecost  about 50 more expensive than a standard battery charger like theSchumacher SC1200A SpeedCharge 1282 Amp ChargerMaintainerStarterTesterbut it does have features of a trickle charger system like theBattery Tender 0210128 Battery Tender Plus 12V Battery Chargerone can argue that by being two products in one there is a lot of value here,4.0,Fancy intelligent battery charger,1378598400,"09 8, 2013",5
AB06TUF5KJ1WO,B003GSNXSY,Iwantsomewine,"[5, 5]",Have one each C5 and C5L on PX4 Storms  Both easy to zero zero has not wandered after hundreds of rounds batteries last a long time green laser visible in bright daylight  Comes with three sets of inserts to adapt to different rails  The inserts appear to be plastic wonder if they would hold up to heavy holster use  Onoff button easy to use batteries simple to change  Quality product,4.0,Good Laser Flimsy Mounts,1316217600,"09 17, 2011",5
A2PC6KJ50P32KE,B000PW64JY,Va Trail Rider,"[0, 0]",Got it on the recommendation of a relative Works very well although I have nothing to compare it to Would buy again,5.0,Hoppes Oil,1356739200,"12 29, 2012",5
A1B5CAYD5WW0NQ,B002VLZH1S,Alvaro Fernandez,"[1, 1]",These are very comfortable if a bit heavy They work as expected how ever the quality is not that great The stitching at the cuff hast all but come undone so now half the cuff hangs open I guess I can get these fixed since the product it self is still in pretty good condition I have had them for about 2 months,3.0,Really Comfortable,1397606400,"04 16, 2014",5
A2AGITLSHQYCSU,B008BR43HK,Jamboy,"[14, 14]",I live in an apartment where the rain comes in on my patio I do not have a garage So this product is used to cover my kids bicycles and scooters from the weathering elements It works fine and although I bought two of them I needed only one to cover both my 10yr old bicycle and my 4 yr old bicycle with training wheels and both their scooters yes it is that big The product is durable and good enough to cover from the rain and now their toys will not rust I will just keep the second one for when this one gets too dirty and torn It does not tear very easily though I recommend this product,4.0,Rain and Dust Cover,1350864000,"10 22, 2012",5
AVXGN90BU95P8,B0053C3NIQ,D Buxman A Seeker of Truth,"[0, 0]",My son has been using this balance board as part of his personal training regimen  He is an offensive lineman and weighs in at 255lbs  He has used the board for pushups and lunges on a carpeted surface without any problems  Ive looked at other more expensive balance boards and this one strikes a good balance between functionality durability and cost,4.0,Inexpensive but Functional Balance Board,1370736000,"06 9, 2013",5
A2AEA0RMFVKQW1,B001O2L80E,puppet master,"[0, 0]",Cleans well protects well lubes well and actually awesome on wood stocks I bought this as a clp for my guns which it actually works very well I love this way more than break free Does a better job I think especially in protecting metal it last longer and smells awesome to boot But I was really surprised how well it works on wood Only negatives I can think of is its kind of hard to find amazon is the only place I found it And it cost quite a bit but for how versitile it is you could actually cut down on buying a few different lubes and cleaners,5.0,My new fave,1389052800,"01 7, 2014",5
AP9FLXNSJ9NM5,B0009TNGQC,Midwest birdwatcher,"[4, 4]",The oil bottle arrived empty the pegs were missing and there were no instructions  Sent it back  If anyone can suggest a substitute kit please post it,1.0,Sent it back,1346371200,"08 31, 2012",5
A1OJWSBD0REM,B008CCYBHQ,jonboy,"[0, 0]",good sight for the price cowitness perfectly with reddot on utg low profile risers dont care for the big bulky knobs on the side but for now they will do,4.0,decent sightsgreat price,1383091200,"10 30, 2013",5
A3EQQZY9U4LF4Q,B004ELBQLI,Allen D Noble,"[2, 2]",I am new to triathlons and tight shorts These shorts block the wind well when riding and provide just enough cushion They work great for swimming as well I like the longer short The picture is accurate the bottom of the short comes down to just above the knee cap I am 51034 165 lbs and wear size 32x32 jeans I got large and they fit well When you first get out of the water they may be a little bit loose around the butt but not bad at all I cant imagine the mediumtheyd probably be REAL tight on me Im glad I got the large,5.0,work great,1363564800,"03 18, 2013",5
A2EDMT3JSQMWQ8,B001SH7VHO,JP  SP,"[0, 0]",Very nice Cant wait to mount them on my project of building a freestanding flintlock rifle holder for the fireplace mantle,5.0,rating for brass gun hanger,1386374400,"12 7, 2013",5
A3DJN5BV60Z4S4,B001KALNBO,Persona Non Grata,"[0, 0]",Ive owned other Sightmark products and they are not bad This however is a piece of crap  My pistol was shooting about 334 to the left  I purchased this to make sure it wasnt operator error  From only about 20 away instead of a laser 34DOT34 it was an elongated LINE about 3534 long and about 334 to the RIGHT of the point of aim  Totally uselessI own the 223 version and it was dead on balls accurate for where the bullet would strike  I also own the 9mm version but I havent used it yetNothing against the seller  The product was new in package and arrived on time  My complaint is with the Sightmark Product,1.0,Total Piece of Crap,1396915200,"04 8, 2014",5
ACGIKOGGEO3EH,B004QHA8K0,patrick oconnor,"[0, 0]",junk came apart at the seams the first night i used it the storage bag was save and used as shaving kit bag,1.0,junk came apart at the seams the first night ,1404259200,"07 2, 2014",5
A3JFU7C7W3XUG3,B001ANQVYU,Lancaster active family,"[0, 0]",Bought this spray for a family trip to Puerto Rico Originally planned to combine it with a deet spray to help keep the bugs at bay in the rainforest Ended up forgetting the deet spray and suffered only one mosquito bite wife and to be honest nothing has ever kept her 100 bug bite free too tasty I guess Seems like success to meSpray was applied to clothes after wash and before we packed I hung clothes out in our gazebo and sprayed about 15 pairs of pants and maybe 20 shirts There is still more in the bottle though not a ton I did apply this pretty liberally as I wanted to make sure we were well protected but it might be possible to go a little lighter and still get good resultsThere is a very slight smell to the spray when applying but after it was dry I couldnt smell it on the clothes I can confirm that the spray left no stains or discolorations on any clothing items and was applied to a wide variety of natural and manmade fabrics Cotton did seem to be the easiest to apply toI would absolutely buy this again and try it for future camping trips Im sold on the product and a bugbiteless vacation is a good vacation,5.0,not a single bug bit while in the rainforest,1398816000,"04 30, 2014",5
A2ZN93C9CN1VDB,B00494198A,Hawaiian808,"[0, 0]",Price is right  good quality  very fast shipping  holds light tightly and secure to weapon  Recommended to anyone trying to save some cash you wont be sorry,5.0,Great value,1374537600,"07 23, 2013",5
ABJIXMSVJ5YK2,B000RYQDRS,B Davis,"[1, 1]",Not sure why another reviewer would describe this product as only for light use  Im 200 lb and my abuse doesnt show  My only issue was that one of the pads didnt install properly  the nuts would only thread a couple of turns  I initially contacted Amazon CS and they offered 20 off if I didnt return it the product is heavy  I took that offer thinking I could juryrig something  Then my wife smartly suggested I contact the parent company  Within 24 hours I got a response was sent out a replacement pad  After a week for shipping the pad arrived  Unfortunately the pad wasnt the same as those which accompanied the product  So I contacted Powerline CS again this time they sent out two pads  Yea for Powerline  The product is damned sturdy and I use it with weights behind my head,4.0,Maybe some QC issues but responsive CS,1332374400,"03 22, 2012",5
AMUP8DYE7EAN2,B005FN143Y,mateo52 invisible man,"[1, 2]",I havent owned this watch for very long however it is rapidly becoming one of my favorites and I am comparing it to some others at a substantially higher price point even when the suggested retail price is employed as the operative criteriaNow if one is not accustomed to a watch of this size it may very well take a few days of wear to adjust to as the diameter of this timepiece is nearly 2 inches and it is close to onehalf inch in depth At first blush I was convinced Flavor Flav must have had a hand in the design with the reflective black face and brilliant green numerics especially once the luminescent elements had absorbed sufficient light Yet with the rubber band it does not feel as weighty as some relatively smaller profile watches I own manufactured by a renowned Swiss watchmaker which also alludes to another factor that may concern some potential buyers as this watch features a Japanese quartz movementOriginally I thought the Russian Diver model would be a nice addition for casual attire but it turns out it works well with business attire as well  Since I also was not accustomed to ornamentation like the crown cap chain I was pleased to discover I havent found it to be an impediment Although not tested Im not real confident the crystal would stand up to the level of abuse I have inflicted on the crystal of a much pricier timepiece I dont believe this crystal would stand up to accidental but direct impact from an aluminum baseball bat Didnt test water resistance to 100 meters either but at least it didnt cloud up in shower  On the other hand since it also has a stationary bezel Im not sure  actual diving use was truly ever intended Another slight issue is the four subdials seconds hand 24 hour conversion day and date While clearly outlined the small type face may make reading them a challenge to some vision impaired purchasersWhile warranted for one year at additional cost the warranty can be extended for four more years The interesting aspect about that is the cost of the extended plan is based on the suggested retail price and in surfing the internet I encountered three suggested retail prices and they were not close to each otherIt should also be noted the packaging for this timepiece offers a great presentation for gifting with the bright yellow faux suede and leather accents  All in all this timepiece seems much more in line with the suggested prices than the budget friendly price listed here,4.0,Rappers delight,1324512000,"12 22, 2011",5
A1QQA7Y92L4F9R,B004RN6B6S,Wavey Davey,"[1, 1]",This is the scope I bought for my newest Nitro Piston 177Cal Benjamin Regal NP HuntingTargeting Air RifleUTG 1Inch 312X40 Full Size AO Mildot RGB Zero LockingResetting ScopeI needed this Barska Mount for the scope on the rifles 11mm Dove Tail punched rails to fit the new UTG scopeBarska Dovetail  Weaver Converter Rifle Scope MountTogether they form a dominant scope and mount system what with the quickrelease but strong as a Bull Run horse in the wild scope rings with 4HD hex screws per ring for scope retention the Barska Dove Tail to WeaverPicatinny rail mount scope adapter has 4 four really LARGE securing Hex nuts for the most possible scope retentionno movement system I could find I have shot more than 500 rounds of lead and alloy pellets through the new rifle during its first week here at my place mostly targeting my two shooting traps and tearing the Hell out of both of them in the process with 10001250FPS firepower from the Benjamin NP power system and there has been ZERO movement from any part of the scope or its mounts it is ROCK SOLID and isnt going to be moving at all unless I purposefully take it down for some reasonI secured those 4 large Hex screws per ring with Blue No 24200 Loctite one drop per Hex screw let it set up for about 3 mins before I inserted each screw one by one into their respective placements with about  35foot pounds of force diagonally torqing each one down diagonally to opposite diagonal hex screw until finished and BAM SAM Without having to put too much pressure on the beautiful alloy tube that houses all the optics and electronics for that amazing MilDot RedGreen illuminated reticle scope I avoided having to worry about the screws having a tendency loosening get turning and destroy my scope sighting and secure shooting mounting that I arrived at after approximately 100 shots and single trips to my targets over and over again at 25M 50M and then 100M out from the shooting area in the back of our property I pronounce my setup 100 solid and these scope rings are amazing to work with in terms of sighting in a new scope and riflethey are just studs of their breed the bestIf I for instance had occasion to want to remove the rings and scope for servicing whateverId have no worries as to placement for the return remounting of the whole system Id simply mark the front and facing edge of each ring on the Weaver scope mounts with a line of Magic Marker White colorwhich comes off quickly with plain water on a QTip per side of the ring mounts and I could just simply bolt up the scope and rings back to the Weaver mount in the right places as marked and BAM SAM Id be back in bizness without much interruption of shooting ie theres no doubt the quickrelease scope mounts from UTG have many benefitsI can sight down the barrel of the rifle no fixed mechanical sights on the full bull barrel which in itself is such an amazing item with its soundproofing action 6line rifling inside of the composite scope barrel on a flash cintered steel barrel surface through the peep holes in the highmount scope rings and get an idea where to aim the rifle when targeting so thats another convenience built into this high quality ring setLike I wrote it was a big surprise for me to discover the ring mount set inside of my optical scope kit from UTG which arrived in a beautifully finished silver black and grey logod scope box with tons of extra padding and foam pieces to secure the scope in transit from China to UTGs facility then off to Amazons warehouse before finally being shipped to me FedEx 2nd Day Air via my PRIME accountand I mean I was 100 amazed at the look obvious strength and security these ring mounts would provide my new rifle setup It simply stunned me to hold and take apart each section of the scopes ring set by UTG like the scope and see how finely finished they both wereThere wasnt a ding mark kracklefinished paint mistake or cosmetic ding of any kind on both rings they were simply superb in their overall condition and something I would be proud to include in my brand new rifle and rig setup I cannot say enough about the quickrelease bolts that go under and through the mount to secure it 100 on the scope mount All one has to do to secure them fully is give each one a 3040foot pounds of torque twist with a heavyduty hex wrench that was also furnished in the scope kit so Kudos to UTG for designing and furnishing a scope system that was ready to blow bullets fresh out of the box and I mean they left nothing out for details and specialty pieces I also found a huge optical glasscleaning towel about 6 x 9 in size with the UTG logo emblazoned in silver on black cloth a very classy looking lens cloth to say the least that I am faithfully using on the lenses when I am through shooting before I close up the HD rubberplastic composite snapon lens covers that are stock OEM with that particular scope setupUTG Rocks I give this ring scope mount set a solid 5 stars across the board and theres nothing that will convince me otherwise I am certain of that because these things are ROCK SOLID like I wrote above extremely impressive contentwise with the thickness of the rings the mount body itself the special and amazing protective tape inside of the ring mounts themselves to protect my scopes outer surface from scratches etc In short I cannot imagine a better setup for my scope mount than I have right now I tried out the Instapark singlepiece direct Dove Tail to ringmounts setup and I just didnt feel it was going to prove to be heavyduty enough of a mounting system for my 185 ounce scope and its trappings over time so off it came and its back in its OEM box I am waiting a bit to decide if Ill keep it or return it before the 30day deadline is up as I still have a couple weeks to make that decision so Im in no great rush to decide its fate as yetI enclosed a couple photos of the scope mounted on my new Benjamin Nitro Piston woodstocked rifle and it is a thing of beauty I must admit I am not a vain person but my new rifle is just plain treats on toast for my purposes and I doubt if the setup could be improved any at all unless I were to find some setup as substantial and strong as what I have now at a much lighter weight which is going to prove an impossible assignment methinksI recommend this ringmounting setup with its quickrelease attachment bolt armory to the WeaverPicatinny from Dove Tail adapter and scope mount 100 to the good for anyone buying or needing a similar item for their scopes setup Or maybe people are replacing an old ring mount with something new you know These are appropriately labeled Premium Stuff in my book of records and there is no doubt in my mind that UTG put them in the scope kit with xlnt intentions and purpose namely the finest security possible for a new scope on a new rifle so THANKS UTG You are the bestWavey Davey  2192012,5.0,Fantastic Scope Rings for 1 UTG MilDotIlluminated RedGreen ReticleRings Came in the Scope Kit,1329609600,"02 19, 2012",5
A38S2G9RELD4KV,B008BKQFN2,Sarge47,"[5, 6]",I bought this knife because I already own the Les Stroud Artic Fixed Sport Knife and really like the quality  I love the fact that it has a liner lock as that is what the late Ron Hood recommended for folding knives in his survival videos  This is one very sharp blade straight from the factory so handle it with care when you take it out of the package  The belt clip keeps it safely stored in a pocket and it also has a removable metal match fire starter built into the handle  Just remember that youll need to scrape off the factorycoat of black paint in order to get it to spark  While the other two LS knives can be hung from the belt while using in the field this one can go other places with you unnoticed  I love it,5.0,Great little knife,1356912000,"12 31, 2012",5
A567HBSX35U7X,B000V5E2S0,Call me KID,"[0, 1]",Wish these had glass lenses they kind of are big and bump my hat lid a lot  The lenses give nice crisp clean images but are plastic and smudge and fingerprint magnets so beware that  Case is kind of tight that it comes with and smushes them pretty good  They are kind of bulky  Overall I like them the leather is cool but they seem not high end mid range maybe  Kind of spendy for not glass I wouldnt buy them again for 3500 too much money but 2300 and I would for sure  They seem to be very solid quality and am guessing they will last me a very long time,4.0,Their decent,1392508800,"02 16, 2014",5
A7Y64ICNNWLZ2,B000IZBFU6,David Monroe Derpity herp derp,"[14, 14]",Ive done a lot more BMX chain putting togethertaking apart than originally intended with this thing works great  Ive even put chains Ive popped the pin completely out of back together using this and some skill  By all means if you need to work on a chain and youre not a pro bike shop that can justify spending more for a more comfortable tool get this one  Even if you are a pro shop this one does the job and could do it again and again and againFYI  how I put a completely lost pin back inIve heard it said that if you push a pin all the way out you cant put it back in  I have done so more than once but its not easy  The way I did it was I took the one side piece and the pin put them in the jaws of aStanley 85610 10Inch Long MaxGrip Locking Adjustable Wrenchsince it slides and has a lot of power unlike pliers that rotate  I line the pin up perfectly over the hole in one side of the plate at 90 degrees on one side of the jaws screw the other side down make sure its perfectly aligned then grip the handle closed  Its easier said than done but it gets it started and you can take over again with the chain tool,5.0,Works perfectly,1302393600,"04 10, 2011",5
A6G4VLOO0MSGY,B001MVE5NO,Brock Young,"[1, 1]",If you need it use it I have several serpa holsters for my different types of wepons so these are awesome so as to not have to buy multiple leg platforms,4.0,Good to go,1388880000,"01 5, 2014",5
A190EMPCHI6SSH,B00C8YXGB6,Jonathan Brett,"[16, 16]",This review is based on a comparison between the Wagan EL2639 FRED light vs the Smittybilt L1409 UFO light Neither light has yet been field tested or tested against timeI wanted to buy about 6 of this type of light and was leaning toward the Smittybilt based on the slightly higher rating and the fact that it uses a CR123 battery But because of the significant price difference 78 more for the Smittybilt at the time of this writing I decided to buy one of each and compare them myself to see if the price difference was worth it Here are my preliminary observations of the two lightsOuter constructiondesignBoth lights are made very well with a seemingly durable rubberized plastic Orange vs Black molded around a watertight inner housing made of a seemingly durable clear plastic This inner clear plastic appears to be of equal thickness and durability on the two units The outer rubberized plastic is a bit more robust feeling on the Smittybilt because it has 18 outer lugs vs 12 and the lugs are bit larger However this also means that it has smaller LED window areas between each lug In comparison the Wagan has about 916 spacing between lugs vs about 516 on the Smittybilt This becomes very noticeable when viewing the unit from the side with the lights on especially when viewing the Smittybilt in line with one of the 3 triangular points where you see less of the LEDs Note There are no LEDs at these 3 points so although there are 18 lugs there are actually 15 LEDs vs 12 in the Wagan Although the Wagan has fewer LEDs I like having the larger window area for each one as it makes them stand out more from the side Also it is worth considering the color of these units Orange is certainly more visible when the lights are off making it easier to findWinner  WaganSwitchBoth lights use a similar electronic switch in which the button is flush with the housing The Wagan is much easier to push and cycle through The Smittybilt is much more difficult to push however this may not be a bad thing if you are concerned about accidental activation in a pack or something Although I dont foresee the Wagan turning on accidentally since the button is flushWinner  WaganAccess cover constructiondesignBoth lights have a similar removable cover to gain access to the batteries The Wagan is round and its the back cover The Smittybilt is triangular and its the front cover They both require the user to remove 2 screws and gently pry up on the tabs  Wagan has 2 tabs Smittybilt has 3 I had no problems in removing either one and they both had a nice tight fit without being too tight These covers have seals which are what make the unites waterproof The Smittybilt uses a standard Oring design found in many flashlights It is replaceable if you can find one of the same size The Wagan uses a thicker integrated rubber seal that is molded right into the cover It is not replaceable but I doubt it will wear out any time soonWinner  TieInner constructiondesignThe Wagan has a battery compartment  circuit board which is secured to the housing with 2 screws Everything stays in place when changing the batteries Also the switch is on the opposite side of the circuit board so it cannot be disturbed while changing the batteries The Smittybilt also uses a similar circuit board but its just loose in the housing as its held in place only by the 2 screws  posts which hold the access cover on Once inside the entire circuit board is free to come out In fact it will come out when trying to change the battery The battery compartment is very  flimsy as there are no screws holding it to the circuit board It just presses in place around the battery while the battery just sits between two metal contacts on the circuit board It appears cheaply designed with little thought Also the switch on the Smittybilt has a 58 long x 18 diameter plastic extension which goes up through the access cover to the push button It sits right next to the battery compartment which made me feel as though I needed to be very careful when trying to remove the battery And replacing the battery is not real easy compared to the traditional battery compartment found on the Wagan The batteries are MUCH easier to replace on the Wagan This inner construction on the Smittybilt surprised me given the 78 higher priceWinner  WaganModesBoth lights have pretty much the same 9 modes to choose from however the Wagan also has an additional flashlight mode with 3 white LEDS This is a very nice additional mode as it can be very useful when all you need is a small flood light perhaps for reading a book looking at a map or a tent light etcWinner  WaganOperationTo access the modes on both lights you just push the button repeatedly until you get to the mode of your liking Both units turn off by pushing and holding the power button for a few seconds The Smittybilt will turn back on in the last mode in which it was used The Wagan will always turn on in the 3 white LED mode which I much preferredWinner  WaganMagnetsBoth units have equally strong magnets which work great However upon close examination I noticed that the magnet on the Smittybilt appears to be just glued in place whereas the Wagan appears to use a magnet with a 116 step 58 diameter as measured from the outside 1116 diameter as measured from the inside This step should prevent the magnet from ever coming out the back sideWinner  WaganWaterproofbuoyancyI placed both units in a pail of water and neither of them leaked during this short test I pushed both units to the bottom of the pail and let go Both units surfaced floated without any problem but the lighter weight 54 oz vs 69 oz of the Wagan caused it to surface quickerWinner  TieBatteryThe Wagan uses 3 readily available AAA batteries The Smittybilt uses a single CR123 battery It is my opinion that a light of this type ought to have lithium batteries inside to withstand a wider range of temperatures Although you can buy lithium AAA batteries they will cost more than a single CR123 battery This is purely subjective but I prefer using a single CR123 battery Having said that there are more options with the AAA configuration eg heavy duty alkaline lithium If the run times listed on the packages are correct you will get anywhere from a little more 10 hrs vs 9 hrs to a lot more 100 hrs vs 38 hrs run time with the CR123 Smittybilt depending on the mode However these run times may be more evenly matched if using lithium AAA batteries in the WaganWinner  Smittybilt for me but depends on each userAdditional featuresThe Wagan includes a hinged hook which will allow for hanging from a hood latch a tent loop a tree branch etc It only opens 90 degrees Although useful it would have been nice to see it open 180 degrees But given that the Smittybilt doesnt even have this feature its a nice touchWinner  WaganPrice Winner  WaganSummaryI can honestly say that I am not sure why the Smittybilt is sold at a higher price given that they are both made in China and given that I found nothing that leads me to believe its a better product With the exception of having a bit more robust outer rubber plastic it did not excel in any one category In fact my analysis led me to be glad I didnt buy more of these based strictly on review ratings I plan to buy more of the Wagan unitsMy guess is that all the positive reviews for the Smittybilt unit were not based on a comparison of these two units Although a nice product and worthy of a recommendation the Smittybilt is no where near the value of the WaganI dont intend to talk down the Smittybilt or its makers nor would I say that the 4  5 star reviews for it are unreasonable but this is a great example of things being relative By itself I probably would have given the Smittybilt 4 stars But compared to the Wagan I cannot give it more than 3 or 35 stars while I give the Wagan 45 starsMy suggestion to the makers at Smittybilt would be to focus more design time on the entire product As it is it appears upon initial analysis that the focus has been strictly on the appearance of a sturdier built unit It is possible that this unit can handle more abuse I dont know but if it can it is not evident upon my desktop analysis Perhaps some day I will torture test them by driving over them Until then I will just see which one lasts longer under normal useNotes Both units came with batteries included Also the brightness of these products are pretty much identical as they should be with ANY batteryoperated device using these cheaper LED bulbs They should all including those not tested here be about the same brightness which is plenty bright for their intended purpose  to be seen,4.0,Wagan 45 stars vs Smittybilt 335 stars,1389139200,"01 8, 2014",5
ADUI77N2IIKFJ,B001F0J2JO,Donald B Young DBYoung,"[0, 0]",beutiful with function,5.0,Five Stars,1405036800,"07 11, 2014",5
A32DDV1EYTB8E9,B002ZVKTKI,Carl Nightengale,"[0, 0]",The Aim Sports laser Sight did not work when received Thinking the batteries were bad I bout new ones Still nothing I returned and purchased a different brand,1.0,Laser Sight,1330646400,"03 2, 2012",5
AH9LT35JJOL6C,B002HU086C,Kim Kermi,"[0, 0]",I bought these for my camping trip up the mountains in Aug they worked just fine  They went into the ground easy tho when it came time to take them out it seemed as tho one got caught in a root  lol and bent when we took it out of the ground we were able to bend it back easilyWould work for anyone I recommend these,5.0,Worked just fine,1347408000,"09 12, 2012",5
A2A35M73DD6RXP,B0029M2YWE,Kevin G,"[0, 0]",some of the comments said that the red paint came off in there gun and i just want to say that has yet to happen to me and ive tried to get it to come off just to test it i will say tho if your a gun clean freak like me the snap caps hold oil really well almost too well if you have one in the chamber and then take it out and reload it into the tube or mag your going to get oil build up slowly over time in your magtube wipe them down every time you take them off if you keep your gun or over time you might have feeding problems other then that i have used them for a good while now in 5 different shotguns and they have yet to fail me leave red anywhere in my guns or break yes buy them if you want good snap caps,5.0,all around really good,1367539200,"05 3, 2013",5
